"Hostname","AgentId","Groups","uuid","platform","distro","os","ip","status","agent_version","core_version","linked_on","last_connect","last_scanned","LastConnectUtc","LastScannedUtc","health_state_name"
"ARCH-PF4XGFQB","676984661","MCE-Workstation","81927e9d-09f6-416d-ad41-1d0d627695e2","WINDOWS","win-x86-64",,"10.24.14.53","on",,"11.1.2","1774326291","1776796825",,"4/21/2026 6:40:25 PM",,"HEALTHY"
"ARCH-PF4XGFQK","677019850","MCE-Workstation","0721e1f2-beb1-44fe-9e4b-510f7784179a","WINDOWS","win-x86-64",,"10.234.10.3","on",,"11.1.2","1774365261","1776797793",,"4/21/2026 6:56:33 PM",,"HEALTHY"
"ARCH-PF4XGFQV","678637998","AIGI-Workstation","a76a11ec-008f-4e26-ab97-474e85014fa0","WINDOWS","win-x86-64",,"10.234.15.184","on",,"11.1.2","1776739759","1776797536","1776797541","4/21/2026 6:52:16 PM","4/21/2026 6:52:21 PM","HEALTHY"
"ARCH-PF4XGG6M","678600515","AIGI-Workstation","25c8e13c-563a-4de2-8e21-1bfd07708f3e","WINDOWS","win-x86-64",,"10.233.176.136","on",,"11.1.2","1776693727","1776797247","1776797249","4/21/2026 6:47:27 PM","4/21/2026 6:47:29 PM","HEALTHY"
"ARCH-PF4XGG6V","655942791","MCE-Workstation","353e30f0-0b14-4041-a222-658c3357c65f","WINDOWS","win-x86-64",,"192.168.1.64","on",,"11.1.2","1750084892","1776796986","1772563681","4/21/2026 6:43:06 PM","3/3/2026 6:48:01 PM","HEALTHY"
"ARCH-PF4XGG76","675809426","AIGI-Workstation","b41496f8-637a-4085-936f-e1c149888f95","WINDOWS","win-x86-64",,"10.234.9.46","on",,"11.1.2","1772634940","1776796072","1776366074","4/21/2026 6:27:52 PM","4/16/2026 7:01:14 PM","HEALTHY"
"ARCH-PF4XGG7G","675853282","AIGI-Workstation","e3901e5a-51dd-4374-87d9-ff8fa84734e0","WINDOWS","win-x86-64",,"10.234.12.62","on",,"11.1.2","1772699836","1776796785","1776796787","4/21/2026 6:39:45 PM","4/21/2026 6:39:47 PM","HEALTHY"
"ARCH-PF4XGG7Y","677928438","MCE-Workstation","d73350df-af65-4999-99c6-85e6cd03f762","WINDOWS","win-x86-64",,"10.24.9.49","on",,"11.1.2","1775659756","1776797936",,"4/21/2026 6:58:56 PM",,"HEALTHY"
"ARCH-PF4XGG8F","675809926","AIGI-Workstation","ec1f9ec9-ac22-455a-b59b-a20360568e8b","WINDOWS","win-x86-64",,"10.0.0.65","on",,"11.1.2","1772635443","1776797487","1776797491","4/21/2026 6:51:27 PM","4/21/2026 6:51:31 PM","HEALTHY"
"ARCH-PF4XGG8W","675806249","AIGI-Workstation","0e563d5f-876f-4ff0-8c6f-488e1c252dab","WINDOWS","win-x86-64",,"10.234.9.140","on",,"11.1.2","1772632375","1776795595","1776796482","4/21/2026 6:19:55 PM","4/21/2026 6:34:42 PM","HEALTHY"
"ARCH-PF4XGG96","676993760","AIGI-Workstation","a1073102-2808-4a23-8be2-637e50be2331","WINDOWS","win-x86-64",,"10.234.11.237","on",,"11.1.2","1774337810","1776797824","1776797828","4/21/2026 6:57:04 PM","4/21/2026 6:57:08 PM","HEALTHY"
"ARCH-PF4XGG9H","677011929","MCE-Workstation","f24d99e0-4066-4d67-9e8b-258ca62b2786","WINDOWS","win-x86-64",,"10.24.9.154","on",,"11.1.2","1774357907","1776797960",,"4/21/2026 6:59:20 PM",,"HEALTHY"
"ARCH-PF4XGG9T","676979944","ACS-Intune","9f21a882-fa43-4db5-8db6-797fba16a9df","WINDOWS","win-x86-64",,"192.168.4.34","off",,"11.1.2","1774319570","1775758779","1775656534","4/9/2026 6:19:39 PM","4/8/2026 1:55:34 PM","HEALTHY"
"ARCH-PF4XGGA5","677008218","AIGI-Workstation","a4d710dd-d1b7-4139-b9d6-37346f73d934","WINDOWS","win-x86-64",,"10.233.178.114","on",,"11.1.2","1774354807","1776797193","1776797195","4/21/2026 6:46:33 PM","4/21/2026 6:46:35 PM","HEALTHY"
"ARCH-PF4XGGAC","677012308","MCE-Workstation","680ab1cf-412e-4b79-8f63-da29d9e8de61","WINDOWS","win-x86-64",,"192.168.40.244","off",,"11.1.2","1774358241","1776692892",,"4/20/2026 1:48:12 PM",,"HEALTHY"
"ARCH-PF4XGGAQ","676987467","MCE-Workstation","11b3d788-b0ef-4cfc-894f-9bd544d45d7a","WINDOWS","win-x86-64",,"10.234.15.238","on",,"11.1.2","1774330102","1776796234",,"4/21/2026 6:30:34 PM",,"HEALTHY"
"ARCH-PF4XGGB4","675808981","MCE-Workstation","fddb5bf8-5ffb-4e57-80cc-657c18182027","WINDOWS","win-x86-64",,"10.234.12.66","on",,"11.1.2","1772634441","1776796499","1772636535","4/21/2026 6:34:59 PM","3/4/2026 3:02:15 PM","HEALTHY"
"ARCH-PF4XGGVL","677383118","MCE-Workstation","d0b00e5e-beb8-4512-91a0-be3e54a89ba0","WINDOWS","win-x86-64",,"10.234.8.73","on",,"11.1.2","1774874167","1776797025",,"4/21/2026 6:43:45 PM",,"HEALTHY"
"ARCH-PF4XGGVS","677002391","MCE-Workstation","6d596734-9448-43d1-80f9-1caba6c47be3","WINDOWS","win-x86-64",,"10.24.15.247","on",,"11.1.2","1774349469","1776796399",,"4/21/2026 6:33:19 PM",,"HEALTHY"
"ARCH-PF4XGGW2","633942345","MCE-Workstation","e55602d8-595a-4439-b7a2-5b07a7f7d3c2","WINDOWS","win-x86-64",,"10.24.11.142","on",,"11.1.2","1723582595","1776797881","1772567400","4/21/2026 6:58:01 PM","3/3/2026 7:50:00 PM","HEALTHY"
"ARCH-PF4XGGWE","676986542","MCE-Workstation","5b5ca3c5-ae10-4463-95c5-8c75c900e6ff","WINDOWS","win-x86-64",,"10.113.111.22","on",,"11.1.2","1774328794","1776796645",,"4/21/2026 6:37:25 PM",,"HEALTHY"
"ARCH-PF4XGGX3","677008159","MCE-Workstation","c554b6f5-108e-4422-9808-206e2d45eb74","WINDOWS","win-x86-64",,"192.168.1.221","off",,"11.1.2","1774354758","1776303830",,"4/16/2026 1:43:50 AM",,"HEALTHY"
"ARCH-PF4XGGX9","676996190","MCE-Workstation","4ed30755-ae8a-4bf0-8578-73d4eb5f1fee","WINDOWS","win-x86-64",,"10.234.15.99","on",,"11.1.2","1774341709","1776797287",,"4/21/2026 6:48:07 PM",,"HEALTHY"
"ARCH-PF4XGGXY","675807024","AIGI-Workstation","715b4f83-e99b-44ae-a1ab-7b3735329eb1","WINDOWS","win-x86-64",,"10.112.108.158","on",,"11.1.2","1772632936","1776796881","1776796882","4/21/2026 6:41:21 PM","4/21/2026 6:41:22 PM","HEALTHY"
"ARCH-PF4XGGYB","677894165","MCE-Workstation","4f0252d9-833e-4a4c-b5d1-92b9cff34971","WINDOWS","win-x86-64",,"10.24.14.108","on",,"11.1.2","1775614958","1776797811",,"4/21/2026 6:56:51 PM",,"HEALTHY"
"ARCH-PF4XGGYM","677350349","MCE-Workstation","fc65c990-5bb4-42c6-82c8-4e0048426a5f","WINDOWS","win-x86-64",,"10.233.122.197","on",,"11.1.2","1774827324","1776797321",,"4/21/2026 6:48:41 PM",,"HEALTHY"
"ARCH-PF4XGGZ0","655943397","AIGI-Workstation","258a2141-6a63-4613-93f0-f6bc665172fd","WINDOWS","win-x86-64",,"10.234.9.44","off",,"11.1.2","1750085156","1776691933","1776365211","4/20/2026 1:32:13 PM","4/16/2026 6:46:51 PM","HEALTHY"
"ARCH-PF4XGGZ8","676984964","AIGI-Workstation","7c591bf6-5ec0-4190-b33f-095c2a430113","WINDOWS","win-x86-64",,"192.168.0.15","on",,"11.1.2","1774326821","1776795525","1776739044","4/21/2026 6:18:45 PM","4/21/2026 2:37:24 AM","HEALTHY"
"ARCH-PF4XGGZF","676982384","MCE-Workstation","23aa7667-70c4-4c0d-b17e-fef0c7980f31","WINDOWS","win-x86-64",,"10.234.11.228","on",,"11.1.2","1774323010","1776796236",,"4/21/2026 6:30:36 PM",,"HEALTHY"
"ARCH-PF4XGJJ4","677011125","MCE-Workstation","342ac412-c19c-44b0-a26c-479c3fbbbc3c","WINDOWS","win-x86-64",,"10.24.15.217","on",,"11.1.2","1774357377","1776796505",,"4/21/2026 6:35:05 PM",,"HEALTHY"
"ARCH-PF4XGJJD","633117253","MCE-Workstation","26a7ed0d-7553-440b-98b2-5b7e6ff6d7aa","WINDOWS","win-x86-64",,"10.24.14.218","on",,"11.1.2","1722293853","1776796606","1772568343","4/21/2026 6:36:46 PM","3/3/2026 8:05:43 PM","HEALTHY"
"ARCH-PF4XGJJN","675880470","AIGI-Workstation","a28fe6e4-2dcd-4fbf-810a-637c5892865f","WINDOWS","win-x86-64",,"10.232.232.209","on",,"11.1.2","1772735128","1776796652","1776796653","4/21/2026 6:37:32 PM","4/21/2026 6:37:33 PM","HEALTHY"
"ARCH-PF4XGJK0","677019436","MCE-Workstation","85a0aa33-905a-4028-b76c-82ba2df48626","WINDOWS","win-x86-64",,"10.24.11.208","on",,"11.1.2","1774364844","1776796566",,"4/21/2026 6:36:06 PM",,"HEALTHY"
"ARCH-PF4XGJRR","676977471","MCE-Workstation","5b3b2e7b-9219-4722-b936-340b94124602","WINDOWS","win-x86-64",,"10.24.11.141","on",,"11.1.2","1774315916","1776796850",,"4/21/2026 6:40:50 PM",,"HEALTHY"
"ARCH-PF4XGJVP","633093944","MCE-Workstation","e770c234-b735-42b0-aa3a-7b09724399a0","WINDOWS","win-x86-64",,"10.0.0.221","off",,"11.1.2","1722264993","1776739571","1772567710","4/21/2026 2:46:11 AM","3/3/2026 7:55:10 PM","HEALTHY"
"ARCH-PF4XGJW0","677015990","MCE-Workstation","c74aafa3-9e1d-4653-bafc-4f8059ccc409","WINDOWS","win-x86-64",,"10.112.10.66","on",,"11.1.2","1774361699","1776797156",,"4/21/2026 6:45:56 PM",,"HEALTHY"
"ARCH-PF4XGJWT","675799472","MCE-Workstation","91469d77-f33e-4e49-a314-af911d7ab4d8","WINDOWS","win-x86-64",,"10.113.10.55","on",,"11.1.2","1772625394","1776796737",,"4/21/2026 6:38:57 PM",,"HEALTHY"
"ARCH-PF4XGJXL","655600653","ACS-Workstation","037c0cad-790a-4b87-bd98-4946b392d501","WINDOWS","win-x86-64",,"10.234.26.144","on",,"11.1.2","1749729189","1776796807","1776774690","4/21/2026 6:40:07 PM","4/21/2026 12:31:30 PM","HEALTHY"
"ARCH-PF4XGJY8","677011995","MCE-Workstation","e731ab09-5fd0-4625-8b93-b1b605d1d9ce","WINDOWS","win-x86-64",,"10.134.10.249","on",,"11.1.2","1774357969","1776797800",,"4/21/2026 6:56:40 PM",,"HEALTHY"
"ARCH-PF4XGJZ4","655579304","ACS-Workstation","2a620e43-af04-4c2f-96c4-84b60312f5bf","WINDOWS","win-x86-64",,"10.234.9.90","off",,"11.1.2","1749713801","1776454589","1776431981","4/17/2026 7:36:29 PM","4/17/2026 1:19:41 PM","HEALTHY"
"ARCH-PF4XGJZ9","677019947","MCE-Workstation","f48932c5-2073-4f54-bc06-224567ab9bbc","WINDOWS","win-x86-64",,"10.24.9.108","on",,"11.1.2","1774365328","1776797728",,"4/21/2026 6:55:28 PM",,"HEALTHY"
"ARCH-PF4XGKB2","659022598","AMI-Workstation","a89cb49d-37e0-4b5c-b22a-98d123600f59","WINDOWS","win-x86-64",,"10.2.14.144","on",,"11.1.2","1752784248","1776797637","1776690982","4/21/2026 6:53:57 PM","4/20/2026 1:16:22 PM","HEALTHY"
"ARCH-PF4XGKBA","676986657","AIGI-Workstation","928a285a-2ca4-4341-b28e-386d40fa166d","WINDOWS","win-x86-64",,"192.168.4.26","on",,"11.1.2","1774329002","1776797888","1776797891","4/21/2026 6:58:08 PM","4/21/2026 6:58:11 PM","HEALTHY"
"ARCH-PF4XGKBM","677008262","MCE-Workstation","a0c4053a-cd6b-476a-952e-4cb51663980e","WINDOWS","win-x86-64",,"10.234.8.87","off",,"11.1.2","1774354857","1776714330",,"4/20/2026 7:45:30 PM",,"HEALTHY"
"ARCH-PF4XGKBZ","677007521","MCE-Workstation","fe09ca3d-1783-4b77-92ba-c4a3b6bd6ca1","WINDOWS","win-x86-64",,"10.233.122.136","on",,"11.1.2","1774354173","1776797105",,"4/21/2026 6:45:05 PM",,"HEALTHY"
"ARCH-PF4XGKC8","677528278","MCE-Workstation","a9797d5e-6bc5-4d79-97d2-5f958918fd91","WINDOWS","win-x86-64",,"10.24.9.28","off",,"11.1.2","1775050097","1775174733",,"4/3/2026 12:05:33 AM",,"HEALTHY"
"ARCH-PF4XGKCG","633097199","MCE-Workstation","961db592-6713-46fe-b142-d76216cd69bd","WINDOWS","win-x86-64",,"10.234.8.153","on",,"11.1.2","1722268475","1776796772","1772567141","4/21/2026 6:39:32 PM","3/3/2026 7:45:41 PM","HEALTHY"
"ARCH-PF4XGKCT","678603959","AIGI-Workstation","fab51742-8ba5-449a-b505-e6413b7e2224","WINDOWS","win-x86-64",,"10.24.10.27","on",,"11.1.2","1776696985","1776797192","1776797194","4/21/2026 6:46:32 PM","4/21/2026 6:46:34 PM","HEALTHY"
"ARCH-PF4XGKG0","633171193","MCE-Workstation","108875d2-5d84-4d18-855d-caede38d117f","WINDOWS","win-x86-64",,"192.168.1.100","on",,"11.1.2","1722364300","1776796755","1772568329","4/21/2026 6:39:15 PM","3/3/2026 8:05:29 PM","HEALTHY"
"ARCH-PF4XGKG8","675804974","AIGI-Workstation","c64e7a91-4a7d-46ed-9bc1-b2538d17621e","WINDOWS","win-x86-64",,"10.234.15.78","on",,"11.1.2","1772631385","1776798013","1776193270","4/21/2026 7:00:13 PM","4/14/2026 7:01:10 PM","HEALTHY"
"ARCH-PF4XGKGK","656896832","ACS-Workstation","deadb1c8-a270-40b3-89bf-e974631684f3","WINDOWS","win-x86-64",,"192.168.50.249","on",,"11.1.2","1750856155","1776796887","1776774261","4/21/2026 6:41:27 PM","4/21/2026 12:24:21 PM","HEALTHY"
"ARCH-PF4XGKH6","677015951","MCE-Workstation","b7a791da-6ebb-4c24-9d95-213f40dae6df","WINDOWS","win-x86-64",,"10.234.14.95","on",,"11.1.2","1774361664","1776796215",,"4/21/2026 6:30:15 PM",,"HEALTHY"
"ARCH-PF4XJTGJ","677002762","AEIS-Workstation","c2e8c8cc-78a5-4409-86e1-b3d67d6ab6f7","WINDOWS","win-x86-64",,"10.158.105.56","off",,"11.1.2","1774349950","1776443871","1776425420","4/17/2026 4:37:51 PM","4/17/2026 11:30:20 AM","HEALTHY"
"ARCH-PF4XMKZF","676999731","AEIS-Workstation","446531b4-4e18-4572-b292-1c39aec30a3e","WINDOWS","win-x86-64",,"10.208.181.237","on",,"11.1.2","1774346001","1776792638","1776788618","4/21/2026 5:30:38 PM","4/21/2026 4:23:38 PM","HEALTHY"
"ARCH-PF4XVHZX","675801420","AIGI-Workstation","129ae7cb-d8db-4401-b717-bd4c74b39c3c","WINDOWS","win-x86-64",,"10.112.10.200","on",,"11.1.2","1772627223","1776797361","1776797363","4/21/2026 6:49:21 PM","4/21/2026 6:49:23 PM","HEALTHY"
"ARCH-PF4XVJ0J","655601635","AMI-Workstation","8f80a064-68cb-4981-8b7a-bb43ee7d71e4","WINDOWS","win-x86-64",,"10.2.5.106","on",,"11.1.2","1749729877","1776798056","1776691165","4/21/2026 7:00:56 PM","4/20/2026 1:19:25 PM","HEALTHY"
"ARCH-PF4XVJ0T","678110170","AIGI-Workstation","12f701f7-fd7b-4f20-adc0-aab891d42f72","WINDOWS","win-x86-64",,"10.234.10.229","on",,"11.1.2","1775918511","1776796269","1776737750","4/21/2026 6:31:09 PM","4/21/2026 2:15:50 AM","HEALTHY"
"ARCH-PF4XVJ14","675786645","AIGI-Workstation","11309337-bd4d-45a8-874a-cd81639616bc","WINDOWS","win-x86-64",,"10.24.14.167","on",,"11.1.2","1772602316","1776797039","1776797044","4/21/2026 6:43:59 PM","4/21/2026 6:44:04 PM","HEALTHY"
"ARCH-PF4XVKAT","675881702","AIGI-Workstation","85e2ab06-3111-46fe-b6d1-c59e1ad76233","WINDOWS","win-x86-64",,"192.168.0.171","on",,"11.1.2","1772736832","1776797930","1776737577","4/21/2026 6:58:50 PM","4/21/2026 2:12:57 AM","HEALTHY"
"ARCH-PF4XVKBX","675784945","AIGI-Workstation","83441d73-19d2-4abe-953d-c9f1acfaa5fe","WINDOWS","win-x86-64",,"192.168.1.57","on",,"11.1.2","1772600003","1776797639","1776797642","4/21/2026 6:53:59 PM","4/21/2026 6:54:02 PM","HEALTHY"
"ARCH-PF4XVKC6","677018734","ACS-Intune","db4b2368-e748-4130-aeef-e81b3c6e56df","WINDOWS","win-x86-64",,"192.168.68.61","off",,"11.1.2","1774364417","1776093802","1774447969","4/13/2026 3:23:22 PM","3/25/2026 2:12:49 PM","HEALTHY"
"ARCH-PF4XVKCH","675808899","AIGI-Workstation","db8fe59b-51fc-48f5-97f1-f3a9b6429abd","WINDOWS","win-x86-64",,"10.112.10.138","on",,"11.1.2","1772634384","1776797372","1776797374","4/21/2026 6:49:32 PM","4/21/2026 6:49:34 PM","HEALTHY"
"ARCH-PF4XVKCW","676993094","AIGI-Workstation","03cab593-7c06-4221-a053-4063b60e1c68","WINDOWS","win-x86-64",,"10.234.15.83","on",,"11.1.2","1774337115","1776796727","1776796733","4/21/2026 6:38:47 PM","4/21/2026 6:38:53 PM","HEALTHY"
"ARCH-PF4XVKDG","675787149","AIGI-Workstation","153a72d2-ffac-44cd-bc40-5996e47fcb9e","WINDOWS","win-x86-64",,"10.234.8.51","on",,"11.1.2","1772603059","1776796241","1776738674","4/21/2026 6:30:41 PM","4/21/2026 2:31:14 AM","HEALTHY"
"ARCH-PF4XVKDT","676988480","AIGI-Workstation","348cbbad-a997-429c-a715-9d97963b8653","WINDOWS","win-x86-64",,"10.147.10.199","on",,"11.1.2","1774331902","1776797420","1776797423","4/21/2026 6:50:20 PM","4/21/2026 6:50:23 PM","HEALTHY"
"ARCH-PF4XVKE4","677012078","AIGI-Workstation","4de9670c-1f12-4d17-a0ec-bc892345f6e8","WINDOWS","win-x86-64",,"10.24.15.210","on",,"11.1.2","1774358032","1776797901","1776797915","4/21/2026 6:58:21 PM","4/21/2026 6:58:35 PM","HEALTHY"
"ARCH-PF4XVKER","655630957","AIGI-Workstation","4d314072-07f7-4060-9ddc-4057459022a2","WINDOWS","win-x86-64",,"192.168.1.98","off",,"11.1.2","1749749815","1776717476","1776366030","4/20/2026 8:37:56 PM","4/16/2026 7:00:30 PM","HEALTHY"
"ARCH-PF4XVKF6","646277823","AIGI-Workstation","61a8bd09-34e1-42a4-8649-b4df6185aeb5","WINDOWS","win-x86-64",,"192.168.1.5","on",,"11.1.2","1741292007","1776796263","1776737866","4/21/2026 6:31:03 PM","4/21/2026 2:17:46 AM","HEALTHY"
"ARCH-PF4XVLWB","675808259","AIGI-Workstation","b4cfc4bc-2201-4344-af21-f43da276ec2e","WINDOWS","win-x86-64",,"10.233.177.80","on",,"11.1.2","1772633804","1776797862","1776365765","4/21/2026 6:57:42 PM","4/16/2026 6:56:05 PM","HEALTHY"
"ARCH-PF4XVLWJ","655664237","ACS-Workstation","6d2551f6-5f07-439e-afb3-72143271222f","WINDOWS","win-x86-64",,"10.24.8.179","on",,"11.1.2","1749778365","1776796276","1776774320","4/21/2026 6:31:16 PM","4/21/2026 12:25:20 PM","HEALTHY"
"ARCH-PF4XVLWW","678597980","ACS-Workstation","3bccf8e0-2ad9-410d-b5cc-ac7cc0d5fdfa","WINDOWS","win-x86-64",,"192.168.1.2","off",,"11.1.2","1776691118","1776711572","1776693485","4/20/2026 6:59:32 PM","4/20/2026 1:58:05 PM","HEALTHY"
"ARCH-PF4XVLXS","677015546","AIGI-Workstation","ff5f972e-2b8d-4ee3-be5f-9b16223158ed","WINDOWS","win-x86-64",,"10.24.9.86","on",,"11.1.2","1774361275","1776797019","1776797024","4/21/2026 6:43:39 PM","4/21/2026 6:43:44 PM","HEALTHY"
"ARCH-PF4XVLYG","676983264","AIGI-Workstation","d4362546-7ebb-4df2-b53a-ba1e4cf8bebc","WINDOWS","win-x86-64",,"10.24.8.127","off",,"11.1.2","1774324334","1776189602","1776132952","4/14/2026 6:00:02 PM","4/14/2026 2:15:52 AM","HEALTHY"
"ARCH-PF4XVLYS","678456273","AIGI-Workstation","8721506f-23fd-48ca-8e25-d88361c88b0f","WINDOWS","win-x86-64",,"10.0.0.146","on",,"11.1.2","1776433289","1776797758","1776797758","4/21/2026 6:55:58 PM","4/21/2026 6:55:58 PM","HEALTHY"
"ARCH-PF4XVLZ7","678056926","AIGI-Workstation","913b5e5f-8828-4f7a-a5b3-2a9dc197a044","WINDOWS","win-x86-64",,"10.234.9.200","off",,"11.1.2","1775827510","1776475350",,"4/18/2026 1:22:30 AM",,"HEALTHY"
"ARCH-PF4XVM03","677000916","AIGI-Workstation","257510a4-fe3e-44b4-bebe-99e4c7340e0a","WINDOWS","win-x86-64",,"10.234.14.178","on",,"11.1.2","1774347350","1776796924","1776738767","4/21/2026 6:42:04 PM","4/21/2026 2:32:47 AM","HEALTHY"
"ARCH-PF4XVM0H","655708282","ACS-Workstation","9ae6fcdf-d212-4c7b-84a8-ddc0312dd86a","WINDOWS","win-x86-64",,"10.234.8.194","on",,"11.1.2","1749820654","1776797334","1776691382","4/21/2026 6:48:54 PM","4/20/2026 1:23:02 PM","HEALTHY"
"ARCH-PF4XVNKW","675785793","AIGI-Workstation","914dd4ec-0cfd-4a74-9bd9-fb54a9863ea6","WINDOWS","win-x86-64",,"10.234.9.72","on",,"11.1.2","1772601034","1776796918","1776796922","4/21/2026 6:41:58 PM","4/21/2026 6:42:02 PM","HEALTHY"
"ARCH-PF4XVNL3","676977954","AIGI-Workstation","612fb32a-72a8-4e2e-ae77-75bedb980467","WINDOWS","win-x86-64",,"10.118.10.84","on",,"11.1.2","1774316691","1776796769","1776796772","4/21/2026 6:39:29 PM","4/21/2026 6:39:32 PM","HEALTHY"
"ARCH-PF4XVNLH","678005701","AIGI-Intune","3a358b19-73ce-4f32-b271-937afc8e9dca","WINDOWS","win-x86-64",,"10.10.53.7","off",,"11.1.2","1775755654","1776188979","1776023038","4/14/2026 5:49:39 PM","4/12/2026 7:43:58 PM","HEALTHY"
"ARCH-PF4XVNLT","655578980","AIGI-Workstation","8cde50d0-8ad3-4a61-b8a7-020bea61ea4a","WINDOWS","win-x86-64",,"10.234.9.27","on",,"11.1.2","1749713638","1776796440","1776738116","4/21/2026 6:34:00 PM","4/21/2026 2:21:56 AM","HEALTHY"
"ARCH-PF4XVNM5","675811248","AIGI-Intune","9d5e6828-3c14-453c-be7d-5a8293ef8ae0","WINDOWS","win-x86-64",,"192.168.1.14","off",,"11.1.2","1772636744","1775685444","1775587355","4/8/2026 9:57:24 PM","4/7/2026 6:42:35 PM","HEALTHY"
"ARCH-PF4XVNME","676989282","MCE-Workstation","da6c83bc-4657-4569-9b5f-52ef46e91b7b","WINDOWS","win-x86-64",,"10.24.13.32","on",,"11.1.2","1774332920","1776797443",,"4/21/2026 6:50:43 PM",,"HEALTHY"
"ARCH-PF4XVNMW","676977652","AIGI-Workstation","e5e6c91e-57bb-4de5-b18b-1c9b008a2dbf","WINDOWS","win-x86-64",,"10.10.109.120","on",,"11.1.2","1774316136","1776797662","1776797664","4/21/2026 6:54:22 PM","4/21/2026 6:54:24 PM","HEALTHY"
"ARCH-PF4XVNNL","675804941","AIGI-Workstation","fd5a20c9-0be3-4aed-b2ca-49077edd980d","WINDOWS","win-x86-64",,"192.168.0.55","on",,"11.1.2","1772631379","1776797394","1776797396","4/21/2026 6:49:54 PM","4/21/2026 6:49:56 PM","HEALTHY"
"ARCH-PF4XVNPL","675811225","AIGI-Intune","a6872a18-c453-4464-9526-27407b075d2c","WINDOWS","win-x86-64",,"192.168.1.213","off",,"11.1.2","1772636728","1774882032","1774796320","3/30/2026 2:47:12 PM","3/29/2026 2:58:40 PM","HEALTHY"
"ARCH-PF4XVNPY","675801461","AIGI-Workstation","c83b6794-104e-4277-a108-3dd2cb81b5c1","WINDOWS","win-x86-64",,"10.250.0.226","on",,"11.1.2","1772627289","1776796280","1776481102","4/21/2026 6:31:20 PM","4/18/2026 2:58:22 AM","HEALTHY"
"ARCH-PF4XVNQC","666179690","AIGI-Workstation","08ed3d0c-106a-4523-a35d-2c0c82743045","WINDOWS","win-x86-64",,"10.234.9.228","on",,"11.1.2","1760296660","1776797486","1776797490","4/21/2026 6:51:26 PM","4/21/2026 6:51:30 PM","HEALTHY"
"ARCH-PF4XVQEP","675881179","AIGI-Workstation","0ffcf919-258c-4b3a-9058-3d4532eab089","WINDOWS","win-x86-64",,"10.234.11.248","on",,"11.1.2","1772736220","1776796313","1776737973","4/21/2026 6:31:53 PM","4/21/2026 2:19:33 AM","HEALTHY"
"ARCH-PF4XVQF7","676986624","MCE-Workstation","eef81632-ad5d-45fc-b9ae-f96bb0179c95","WINDOWS","win-x86-64",,"10.233.179.249","on",,"11.1.2","1774328949","1776797645",,"4/21/2026 6:54:05 PM",,"HEALTHY"
"ARCH-PF4XVQFC","675787125","AIGI-Workstation","d4e83187-49a9-42a5-98ec-8f7c5a035d71","WINDOWS","win-x86-64",,"10.132.10.130","on",,"11.1.2","1772603023","1776796733","1776738243","4/21/2026 6:38:53 PM","4/21/2026 2:24:03 AM","HEALTHY"
"ARCH-PF4XVQFP","668409538","AIGI-Workstation","86ca7683-73ad-4446-be52-85ebf3981ffc","WINDOWS","win-x86-64",,"192.168.1.232","off",,"11.1.2","1762781414","1776708586","1775759968","4/20/2026 6:09:46 PM","4/9/2026 6:39:28 PM","HEALTHY"
"ARCH-PF4XVQG2","675797175","AIGI-Workstation","34270ef2-a8e1-41a6-9ee2-9c686d822286","WINDOWS","win-x86-64",,"192.168.1.215","on",,"11.1.2","1772621675","1776797894","1776738725","4/21/2026 6:58:14 PM","4/21/2026 2:32:05 AM","HEALTHY"
"ARCH-PF4XVQGA","675819221","AIGI-Workstation","4dc928ba-c70b-4bcf-a06b-2170ae983b06","WINDOWS","win-x86-64",,"10.233.216.138","on",,"11.1.2","1772644773","1776793173","1776738928","4/21/2026 5:39:33 PM","4/21/2026 2:35:28 AM","HEALTHY"
"ARCH-PF4XVQGS","655935722","MCE-Workstation","bebccc1d-56d0-40f1-9015-188812944fe9","WINDOWS","win-x86-64",,"10.233.120.215","on",,"11.1.2","1750080154","1776797430","1772636876","4/21/2026 6:50:30 PM","3/4/2026 3:07:56 PM","HEALTHY"
"ARCH-PF4XVQH4","675809659","AIGI-Workstation","c430bedf-76d2-469f-88bc-88c55c0f3aea","WINDOWS","win-x86-64",,"10.234.14.146","on",,"11.1.2","1772635241","1776796710","1776796712","4/21/2026 6:38:30 PM","4/21/2026 6:38:32 PM","HEALTHY"
"ARCH-PF4XVQHA","655860814","AIGI-Workstation","07573fb1-bd6e-483b-9101-5f06dabb697e","WINDOWS","win-x86-64",,"10.233.179.42","on",,"11.1.2","1750041408","1776796116","1776739740","4/21/2026 6:28:36 PM","4/21/2026 2:49:00 AM","HEALTHY"
"ARCH-PF4XVQHQ","655967618","AIGI-Workstation","9c4ed40b-a5fb-405d-86a2-142808148508","WINDOWS","win-x86-64",,"10.232.234.37","on",,"11.1.2","1750100416","1776796042","1776798056","4/21/2026 6:27:22 PM","4/21/2026 7:00:56 PM","HEALTHY"
"ARCH-PF4XVQHZ","677012004","AIGI-Workstation","ebd59f90-b77d-4db7-bb63-af952550cd17","WINDOWS","win-x86-64",,"10.234.11.93","on",,"11.1.2","1774357978","1776797416","1776797419","4/21/2026 6:50:16 PM","4/21/2026 6:50:19 PM","HEALTHY"
